campaign_id,campaign_name,channel,start_date,end_date,target_audience,region,spend_inr,impressions,clicks,conversions,revenue_inr
1029,Summer Glow Launch,YouTube,2024-08-24,2024-09-03,Female 35-44,North,34511.72,800113,14914,501,814364.47
1448,Clearance Sale Push,Google Ads,2024-05-10,2024-05-22,Female 35-44,Central,50483.93,1593531,15684,284,137411.53
1099,Summer Glow Launch,Instagram,2024-02-01,2024-02-28,Male 45+,West,34971.53,1014949,35466,1542,1382242.52
1491,New Year Wellness,Facebook,2024-08-23,2024-09-02,Female 35-44,South,14309.84,390128,10488,580,220700.78
1010,Hair Care Revamp,Google Ads,2024-05-04,2024-06-03,Male 45+,South,66524.79,1314546,10395,417,402066.81
1434,Anti-Ageing Serum Push,Facebook,2024-07-28,2024-08-16,Male 35-44,East,17121.73,473443,8931,135,183195.58
1656,Wedding Season Special,Google Ads,2024-04-29,2024-05-10,Male 25-34,East,11910.75,439994,14665,273,1193969.55
1540,Ayurvedic Range Launch,Facebook,2024-06-05,2024-07-02,Male 45+,North,13490.23,432173,4321,143,144439.1
1691,Back To College Offer,YouTube,2024-10-06,2024-10-31,Female 45+,East,36192.12,665460,18570,566,712136.64
1492,Monsoon Skincare Push,YouTube,2024-01-07,2024-01-31,Female 35-44,West,43340.63,672555,20040,1271,1632598.31
1680,New Year Wellness,Email,2024-05-05,2024-05-17,Male 18-24,East,5535.27,112915,606,16,6081.96
1588,Baby Care Trust Campaign,Email,2024-11-22,2024-12-08,Male 18-24,West,4713.23,183148,5739,395,639428.63
1356,Anti-Ageing Serum Push,Facebook,2024-10-22,2024-11-11,Female 35-44,Central,35075.47,1248606,41382,1189,1515966.94
1266,Herbal Range Awareness,Google Ads,2024-04-29,2024-05-10,Female 18-24,West,36167.46,1227644,37544,670,287483.68
1729,Monsoon Skincare Push,Facebook,2024-02-17,2024-03-17,Male 18-24,North,48782.06,1144132,19884,1243,1322627.53
1599,Anti-Ageing Serum Push,YouTube,2024-10-15,2024-11-09,Male 35-44,East,25613.82,719268,8008,424,587659.11
1223,Festive Gift Bundle,Facebook,2024-07-04,2024-07-28,Female 35-44,East,41946.02,1322463,23061,763,392442.27
1666,Sunscreen Season Campaign,Email,2024-08-06,2024-08-31,Male 35-44,East,7753.27,140766,1662,69,35269.25
1584,Baby Care Trust Campaign,Google Ads,2024-01-15,2024-02-08,Female 35-44,East,77189.97,2199585,63721,666,1193969.55
1480,Sunscreen Season Campaign,Email,2024-03-08,2024-03-16,Female 45+,East,6548.99,118884,1821,19,25506.26
1253,Herbal Range Awareness,Instagram,2024-10-12,2024-11-11,Male 35-44,North,47348.27,1663729,30215,710,958082.85
1122,Sunscreen Season Campaign,Facebook,2024-09-27,2024-10-03,Female 25-34,East,15302.35,561640,17762,768,320651.41
1571,Influencer Collab - Skincare,Instagram,2024-01-20,2024-02-13,Female 45+,South,26808.13,843940,24029,1603,1974252.88
1406,Men'S Grooming Drive,YouTube,2024-04-17,2024-05-11,Female 45+,South,86806.29,1992863,50744,1724,1256749.06
1569,New Year Wellness,Instagram,2024-10-04,2024-11-02,Female 18-24,Central,56735.64,2141847,59188,1984,3076843.69
1562,Anti-Ageing Serum Push,Instagram,2024-02-01,2024-02-13,Male 35-44,North,11791.42,456327,14661,868,956998.6
1601,Wedding Season Special,Google Ads,2024-10-26,2024-11-23,Female 45+,South,35709.24,1220353,40307,1986,2542713.66
1188,Influencer Collab - Skincare,Facebook,2024-07-25,2024-08-12,Female 45+,North,22865.92,364554,4003,144,53339.3
1555,Back To College Offer,Google Ads,2024-12-01,2024-12-10,Female 35-44,Central,55915.34,1625945,30542,2141,1184095
1673,Summer Glow Launch,Email,2024-08-02,2024-08-28,Male 35-44,East,7881.61,134596,1081,71,49840.52
1639,Baby Care Trust Campaign,Email,2024-09-24,2024-10-10,Male 35-44,South,4466.26,191487,1928,90,54388.05
1209,Hair Care Revamp,Email,2024-09-23,2024-09-30,Female 35-44,East,2115.59,60457,1033,35,57082.38
1816,Herbal Range Awareness,Instagram,2024-03-22,2024-04-11,Female 25-34,East,8396.39,204564,4293,248,407886.98
1267,Herbal Range Awareness,Google Ads,2024-10-02,2024-10-13,Male 18-24,Unspecified,48249.69,1628855,34961,1874,3352282.57
1718,Influencer Collab - Skincare,Google Ads,2024-08-18,2024-09-03,Male 35-44,Central,66767.58,1619853,22689,1003,1145004.24
1151,Monsoon Skincare Push,Instagram,2024-03-02,2024-03-07,Female 35-44,Central,15135.01,231319,4601,157,172695.78
1746,Clearance Sale Push,Instagram,2024-09-08,2024-09-13,Male 35-44,Central,10010.92,272158,8757,378,430321.13
1439,New Year Wellness,Facebook,2024-07-29,2024-08-12,Male 18-24,Unspecified,27981.35,1112590,29345,1918,3236096.91
1382,Summer Glow Launch,Email,2024-10-26,2024-11-07,Male 45+,West,3063.82,109489,1834,61,30430.59
1357,Hair Care Revamp,YouTube,2024-08-10,2024-08-28,Male 25-34,South,79513.95,3003913,72147,4993,3680117.61
1019,Back To College Offer,Facebook,2024-07-29,2024-08-28,Male 35-44,Unspecified,44018.82,1552488,20188,1314,665854.6
1780,Back To College Offer,Google Ads,2024-02-20,2024-03-18,Female 35-44,South,45409.06,1149581,19537,970,760162.39
1800,Herbal Range Awareness,Instagram,2024-07-04,2024-07-12,Female 25-34,South,58681.23,2006896,29199,544,645073.28
1048,Monsoon Skincare Push,Email,2024-06-17,2024-07-13,Female 25-34,East,3660.07,83876,2227,140,110861.2
1040,Ayurvedic Range Launch,Email,2024-11-27,2024-12-06,Male 18-24,Central,6786.42,113911,1136,35,50259.6
1215,Monsoon Skincare Push,YouTube,2024-06-05,2024-06-16,Female 25-34,West,70607.29,2340521,26569,1950,3089999.9
1173,Festive Gift Bundle,YouTube,2024-08-26,2024-09-08,Male 45+,Unspecified,77780.91,2263903,21583,1268,621597.44
1172,Herbal Range Awareness,Facebook,2024-04-15,2024-04-25,Female 18-24,Central,18839.7,321186,9736,307,284382.59
1141,Festive Gift Bundle,YouTube,2024-03-08,2024-03-20,Female 35-44,North,68354.61,2441082,67969,3897,4129709.95
1463,Monsoon Skincare Push,Google Ads,2024-03-27,2024-04-02,Female 45+,South,34890.87,936711,31241,569,624409.79
1246,Men'S Grooming Drive,YouTube,2024-07-30,2024-08-12,Male 35-44,South,50849.16,566606,16693,1157,981868.53
1076,Baby Care Trust Campaign,Facebook,2024-08-28,2024-09-08,Male 25-34,West,35845.5,1048856,19107,1220,1803501.42
1804,Back To College Offer,Email,2024-05-17,2024-05-29,Male 25-34,West,6992.98,126686,2230,123,131810.74
1221,Men'S Grooming Drive,Facebook,2024-07-17,2024-08-06,Male 35-44,South,44788.29,716505,17522,301,528026.25
1162,Monsoon Skincare Push,Email,2024-07-14,2024-08-13,Female 18-24,South,3513.78,100539,1964,145,156378.18
1681,New Year Wellness,YouTube,2024-05-13,2024-06-09,Female 45+,Central,75256.96,1624717,26169,1910,3263305.96
1200,Herbal Range Awareness,Email,2024-07-05,2024-08-01,Male 45+,West,1798.16,61106,712,24,37279.96
1676,Clearance Sale Push,Email,2024-05-21,2024-06-09,Male 18-24,East,3271.59,106253,2554,162,94423.09
1143,New Year Wellness,YouTube,2024-06-21,2024-07-13,Male 25-34,West,24794.57,900304,25792,1872,2724262.32
1805,Baby Care Trust Campaign,Google Ads,2024-04-28,2024-05-10,Female 18-24,North,47625.9,222825,3752,291,218539.88
1352,Herbal Range Awareness,Google Ads,2024-11-16,2024-12-01,Female 18-24,South,16814.5,397302,6245,216,282700.37
1799,Back To College Offer,Google Ads,2024-05-12,2024-05-29,Female 35-44,North,29646.77,1074500,37005,2895,2540329.48
1407,New Year Wellness,Google Ads,2024-11-07,2024-11-27,Female 18-24,North,73101.15,2325907,40458,2940,4027166.51
1237,Summer Glow Launch,Email,2024-09-09,2024-10-02,Male 35-44,North,4435.64,175695,5706,169,113573.84
1578,Herbal Range Awareness,Email,2024-08-17,2024-09-16,Male 18-24,North,2608.34,93106,3221,240,169240.49
1809,Monsoon Skincare Push,YouTube,2024-07-25,2024-07-30,Male 25-34,East,57536.69,2135774,26134,778,1185734.03
1627,New Year Wellness,Google Ads,2024-10-28,2024-11-15,Male 45+,South,51666.15,1474368,28408,1393,1180259.01
1294,Back To College Offer,Instagram,2024-07-24,2024-08-16,Male 45+,Central,20405.92,430407,4205,184,82024.79
1632,Ayurvedic Range Launch,Email,2024-11-02,2024-11-25,Female 25-34,Central,3861.43,60125,1400,30,37709.04
1073,Monsoon Skincare Push,Instagram,2024-06-19,2024-06-26,Female 35-44,West,42507.83,1611840,23060,1289,1688713.72
1319,Men'S Grooming Drive,Email,2024-01-23,2024-01-29,Female 35-44,South,3549.35,71837,900,47,77108.92
1574,Summer Glow Launch,Google Ads,2024-06-28,2024-07-06,Male 18-24,East,45485.66,810989,5939,144,169492.4
1060,Summer Glow Launch,Email,2024-02-07,2024-02-14,Male 45+,West,5258.08,87505,1159,62,70997.24
1581,Baby Care Trust Campaign,YouTube,2024-11-18,2024-12-07,Female 45+,North,77610.35,1725454,33324,647,398554.35
1355,Clearance Sale Push,Facebook,2024-02-04,2024-02-27,Male 25-34,Central,26911.81,544788,15727,874,688430.72
1377,Monsoon Skincare Push,Email,2024-09-10,2024-10-01,Female 35-44,West,5530.58,94568,1801,27,40830.47
1713,Wedding Season Special,Google Ads,2024-02-03,2024-02-12,Male 35-44,North,66101.99,2278662,70435,751,277493.35
1219,Influencer Collab - Skincare,YouTube,2024-11-30,2024-12-29,Male 45+,Central,42436.4,873454,24600,1508,1164098.76
1004,Clearance Sale Push,Facebook,2024-01-29,2024-02-10,Male 35-44,East,41422.02,1036756,7242,535,627239.92
1426,Men'S Grooming Drive,Facebook,2024-10-05,2024-10-18,Female 35-44,East,39883.35,879273,13539,1080,1859146.3
1123,Festive Gift Bundle,YouTube,2024-02-09,2024-02-23,Female 45+,South,57296.86,1671200,50943,2923,3314142.78
1291,Clearance Sale Push,Google Ads,2024-10-03,2024-10-22,Male 35-44,South,19105.18,511414,12920,225,96302.21
1271,New Year Wellness,Facebook,2024-04-15,2024-05-10,Female 35-44,East,31565.35,1013286,11216,220,296641.74
1510,Clearance Sale Push,YouTube,2024-05-28,2024-06-14,Female 25-34,Central,57760.03,2099330,24544,1747,2306508.75
1484,Monsoon Skincare Push,Google Ads,2024-02-19,2024-03-16,Female 25-34,West,57807.31,1980570,17645,621,946746.24
1342,Festive Gift Bundle,YouTube,2024-04-26,2024-05-10,Female 35-44,North,30738.08,1215006,21559,1367,1458147.45
1638,Ayurvedic Range Launch,Email,2024-05-11,2024-06-05,Female 45+,South,1196.03,24269,341,17,12344.73
1251,Ayurvedic Range Launch,Instagram,2024-10-08,2024-10-29,Female 18-24,East,21172.26,655556,7186,518,829993.27
1014,Monsoon Skincare Push,Facebook,2024-08-02,2024-08-28,Female 25-34,Unspecified,30869.98,707207,9068,515,414866.8
1537,Back To College Offer,Facebook,2024-01-09,2024-01-28,Male 18-24,West,17737.29,477239,9986,345,179942.68
1131,Summer Glow Launch,Email,2024-02-25,2024-03-25,Female 25-34,Central,5603.21,133777,3265,42,74601.74
1115,New Year Wellness,Facebook,2024-10-01,2024-10-29,Female 25-34,North,8267.61,201971,4675,59,26876.7
1425,Men'S Grooming Drive,Email,2024-02-12,2024-02-26,Male 35-44,South,4589.54,142695,4077,305,150271.43
1343,Summer Glow Launch,Facebook,2024-01-23,2024-01-30,Male 25-34,North,35373.8,1197889,34105,2537,1643549.07
1110,Summer Glow Launch,Instagram,2024-08-17,2024-09-03,Female 45+,South,12173,476008,14868,287,458458.26
1031,Baby Care Trust Campaign,Google Ads,2024-10-23,2024-10-28,Female 25-34,North,50305.77,1896560,30836,2340,1491932.93
1607,Summer Glow Launch,YouTube,2024-02-12,2024-03-01,Female 35-44,South,19203.6,594100,4081,68,77446.63
1720,Anti-Ageing Serum Push,Google Ads,2024-04-21,2024-04-29,Female 35-44,South,37390.42,700976,10598,122,112085.82
1011,Anti-Ageing Serum Push,Instagram,2024-03-12,2024-03-30,Male 45+,North,22484.35,477683,15619,640,1023331.97
1009,Anti-Ageing Serum Push,Facebook,2024-04-25,2024-05-02,Male 18-24,West,6925.51,199787,4525,47,64689.36
1538,Anti-Ageing Serum Push,Email,2024-08-04,2024-08-15,Female 45+,East,2326.15,45164,599,31,34161.9
1576,Clearance Sale Push,YouTube,2024-07-14,2024-08-12,Female 35-44,Central,20883.37,353613,11692,300,324020.71
1623,Hair Care Revamp,Google Ads,2024-11-21,2024-11-27,Male 25-34,West,17817.83,593291,12422,468,282713.55
1473,Ayurvedic Range Launch,Google Ads,2024-09-14,2024-09-28,Male 45+,South,76683.14,2148267,57045,4259,2903394.16
1098,Influencer Collab - Skincare,YouTube,2024-01-27,2024-02-19,Male 18-24,North,27788.4,853816,20143,1387,782649.12
1399,Ayurvedic Range Launch,Email,2024-07-17,2024-07-29,Female 45+,East,3372.99,54458,1367,56,42122.86
1336,Sunscreen Season Campaign,Facebook,2024-02-15,2024-02-20,Female 45+,East,34107.46,744675,7630,323,379033.61
1509,Sunscreen Season Campaign,Instagram,2024-08-13,2024-08-29,Female 35-44,West,51931.45,2014998,32664,1886,2043700.76
1630,Men'S Grooming Drive,Instagram,2024-08-02,2024-08-26,Male 18-24,West,24608.98,592568,4840,348,606336.8
1036,Monsoon Skincare Push,Facebook,2024-05-21,2024-06-18,Male 45+,South,48970.71,1376856,18573,316,199544.67
1734,Back To College Offer,Facebook,2024-04-21,2024-05-12,Male 25-34,South,19635.67,400775,4179,139,149342.91
1738,Anti-Ageing Serum Push,Facebook,2024-03-30,2024-04-04,Female 45+,West,45485.96,1428952,48274,3444,4750507.33
1628,Hair Care Revamp,Email,2024-11-19,2024-12-09,Female 25-34,Unspecified,7894.63,134818,3699,174,137607.46
1760,Sunscreen Season Campaign,Google Ads,2024-05-16,2024-05-22,Male 18-24,East,53967.89,1470030,12116,491,394791.43
1618,Influencer Collab - Skincare,Facebook,2024-11-01,2024-11-18,Female 45+,East,9152.9,249029,6776,345,231652.45
1608,Back To College Offer,Instagram,2024-09-21,2024-09-26,Male 35-44,South,28965,1041086,26120,379,586054.88
1505,Influencer Collab - Skincare,Instagram,2024-03-07,2024-04-03,Male 35-44,South,13063.75,328973,8962,152,231171.75
1203,Wedding Season Special,YouTube,2024-05-20,2024-06-06,Male 18-24,West,87786.87,2310650,20798,808,1102936.74
1094,Influencer Collab - Skincare,Google Ads,2024-01-12,2024-01-19,Male 45+,West,45381.11,1777449,20359,706,298838.21
1739,New Year Wellness,Google Ads,2024-10-13,2024-11-09,Female 45+,North,65437.46,2152187,58702,1764,843550.44
1204,Ayurvedic Range Launch,Google Ads,2024-11-28,2024-12-08,Female 35-44,East,47974.4,1483461,39030,2468,2875975.96
1050,Back To College Offer,Instagram,2024-11-22,2024-12-05,Male 45+,West,21276.99,324153,9445,690,919449.69
1558,Herbal Range Awareness,Instagram,2024-05-09,2024-05-29,Male 18-24,South,43300.15,893603,24363,983,1097389.45
1127,Baby Care Trust Campaign,YouTube,2024-09-09,2024-09-18,Male 25-34,South,27540.56,603112,8439,546,477002.59
1478,Anti-Ageing Serum Push,Instagram,2024-01-04,2024-01-13,Male 45+,Central,21007.01,562304,9125,324,532552.45
1604,Herbal Range Awareness,Email,2024-03-26,2024-04-20,Male 18-24,Central,5979.43,215240,4695,208,310751.86
1466,Back To College Offer,Facebook,2024-04-16,2024-05-12,Female 25-34,Central,13949.22,418163,4348,212,320277.69
1097,Herbal Range Awareness,YouTube,2024-10-30,2024-11-14,Male 25-34,West,77121.7,2183199,57335,1776,2722316.4
1093,Hair Care Revamp,Facebook,2024-03-13,2024-03-21,Male 18-24,West,18769.33,461795,10834,296,474989.98
1105,Ayurvedic Range Launch,Facebook,2024-03-30,2024-04-23,Male 18-24,East,45469.88,1622126,33186,533,703784.39
1802,Monsoon Skincare Push,Facebook,2024-07-26,2024-08-17,Male 35-44,Unspecified,17628.42,524821,11459,751,352153.57
1228,Men'S Grooming Drive,Email,2024-05-11,2024-05-22,Female 45+,North,5964.04,207164,4627,84,30276.24
1405,Back To College Offer,Instagram,2024-05-19,2024-06-12,Male 45+,Unspecified,51653.36,1265705,19672,1067,1278779
1714,Ayurvedic Range Launch,Facebook,2024-03-12,2024-03-23,Female 18-24,East,46768.72,918508,24384,400,391122.23
1323,Back To College Offer,YouTube,2024-05-06,2024-05-18,Female 45+,Unspecified,47568.65,978019,32102,2447,4098588.81
1602,Festive Gift Bundle,Facebook,2024-06-18,2024-07-11,Female 45+,Central,30785.98,1277222,34635,1839,3068156.57
1264,New Year Wellness,YouTube,2024-10-19,2024-11-16,Male 45+,South,56111.43,1209984,20516,829,1129025.25
1721,Sunscreen Season Campaign,Facebook,2024-06-29,2024-07-07,Female 18-24,West,47929.81,1564937,36360,723,796894.88
1696,Summer Glow Launch,Google Ads,2024-02-06,2024-03-02,Male 18-24,West,18069.49,678607,13338,304,250708.47
1654,Monsoon Skincare Push,Facebook,2024-01-11,2024-01-28,Female 45+,West,18927.81,579044,9669,102,83380.64
1214,Back To College Offer,Email,2024-10-06,2024-10-20,Female 45+,Central,2008.53,64136,2079,136,191422.81
1222,Baby Care Trust Campaign,YouTube,2024-09-21,2024-10-04,Female 25-34,East,87950.56,1809361,31076,2088,1775419.86
1210,Sunscreen Season Campaign,YouTube,2024-05-03,2024-05-28,Male 45+,North,83895.55,1769833,10966,789,712459.33
1245,Hair Care Revamp,Facebook,2024-10-03,2024-10-16,Male 45+,East,25573.18,1003454,26018,582,708001.31
1658,New Year Wellness,Google Ads,2024-08-21,2024-08-26,Female 25-34,Central,36602.04,933364,31591,537,468569.58
1811,New Year Wellness,Google Ads,2024-07-13,2024-08-02,Female 25-34,Central,23738.81,501413,3196,107,110585.2
1039,Baby Care Trust Campaign,Email,2024-02-11,2024-02-21,Male 25-34,North,2216.69,37410,190,7,8477.18
1064,Baby Care Trust Campaign,YouTube,2024-06-22,2024-07-08,Male 25-34,East,28605.42,531525,13139,195,277759
1477,New Year Wellness,Google Ads,2024-08-25,2024-09-18,Female 18-24,West,14024.77,212437,3996,123,62162.71
1138,Monsoon Skincare Push,Email,2024-10-02,2024-10-16,Male 18-24,Unspecified,6465.18,188403,5308,237,258488.48
1340,Herbal Range Awareness,Facebook,2024-02-19,2024-03-12,Male 35-44,East,21471.69,399221,3636,107,158282.04
1283,Sunscreen Season Campaign,YouTube,2024-05-12,2024-06-02,Male 35-44,East,89626.83,2137271,19003,938,1035151.86
1183,Ayurvedic Range Launch,Instagram,2024-02-25,2024-03-16,Male 25-34,Central,25486.75,558467,8239,242,314932.37
1532,Influencer Collab - Skincare,Google Ads,2024-06-01,2024-06-28,Female 45+,East,44533.56,1381761,44650,3081,5267494.64
1513,Men'S Grooming Drive,Email,2024-04-04,2024-04-10,Male 25-34,West,7264.7,186799,6332,194,123767.67
1709,Festive Gift Bundle,YouTube,2024-02-13,2024-02-29,Male 35-44,West,28292.66,865777,21922,1626,830738.25
1248,Influencer Collab - Skincare,YouTube,2024-04-03,2024-04-12,Female 25-34,Central,23276.73,614123,11412,673,715664.31
1657,Summer Glow Launch,Facebook,2024-02-17,2024-02-27,Female 25-34,South,46184.46,1529304,13230,832,436400.28
1112,New Year Wellness,Instagram,2024-05-05,2024-06-02,Female 18-24,West,28917.8,603181,6947,489,211171.64
1232,Summer Glow Launch,Email,2024-11-10,2024-11-20,Male 18-24,Central,1252.43,26277,131,2,3590.77
1518,Monsoon Skincare Push,Instagram,2024-11-20,2024-12-09,Female 25-34,West,38224.15,604548,8280,326,219455.08
1544,Wedding Season Special,Instagram,2024-06-18,2024-07-05,Male 35-44,West,29699.3,1183475,16899,217,239592.46
1590,Anti-Ageing Serum Push,Email,2024-02-01,2024-02-23,Female 45+,East,2831.24,64949,1087,44,40835.75
1526,Back To College Offer,Facebook,2024-03-05,2024-03-18,Female 25-34,North,27189.29,1055780,16318,793,615974.86
1722,Herbal Range Awareness,Google Ads,2024-09-28,2024-10-12,Female 35-44,West,60732.97,2136470,66065,2369,4162627.99
1287,Men'S Grooming Drive,Instagram,2024-04-05,2024-04-29,Female 45+,West,52958.87,1789401,46807,1498,592999.65
1422,Baby Care Trust Campaign,Instagram,2024-03-05,2024-03-26,Male 25-34,South,54063.38,1093752,8139,349,457915.29
1316,Festive Gift Bundle,YouTube,2024-02-02,2024-02-10,Male 35-44,South,25592.76,649515,16815,819,807582.12
1759,Wedding Season Special,Google Ads,2024-10-17,2024-11-05,Male 25-34,South,33897.96,724336,5187,97,86913.45
1736,Monsoon Skincare Push,YouTube,2024-02-08,2024-02-21,Male 35-44,South,64021.95,1436444,8690,159,88350.77
1087,Monsoon Skincare Push,Email,2024-09-08,2024-09-19,Male 25-34,West,1950.1,32861,334,20,35920.61
1024,Ayurvedic Range Launch,Google Ads,2024-03-16,2024-03-21,Male 18-24,South,27138.98,729452,22242,335,318564.72
1197,Ayurvedic Range Launch,Instagram,2024-06-22,2024-07-13,Male 18-24,Central,43788.57,1333623,23985,1459,1530196.33
1301,Hair Care Revamp,Google Ads,2024-11-20,2024-12-12,Female 25-34,North,31874.98,520179,7962,513,528318.06
1650,Men'S Grooming Drive,Instagram,2024-06-15,2024-07-14,Female 25-34,East,29516.42,554740,5277,163,104318.65
1557,Wedding Season Special,Instagram,2024-07-15,2024-08-13,Female 35-44,South,55963.54,926093,11589,146,209861.23
1349,Ayurvedic Range Launch,Email,2024-04-01,2024-04-18,Female 18-24,North,5754.43,108289,2562,42,19359.9
1669,Men'S Grooming Drive,Instagram,2024-06-02,2024-06-07,Female 35-44,West,21069.12,608769,8734,651,806602.04
1235,Ayurvedic Range Launch,Instagram,2024-09-21,2024-10-13,Male 35-44,South,44442.56,959236,13063,495,710692.68
1413,Influencer Collab - Skincare,Instagram,2024-06-23,2024-06-29,Male 18-24,East,35023.1,732633,5265,273,269141.9
1192,Baby Care Trust Campaign,Google Ads,2024-05-24,2024-06-01,Female 25-34,North,44841.73,1355343,38408,2619,4612120.8
1795,Sunscreen Season Campaign,YouTube,2024-02-17,2024-03-04,Male 35-44,Central,44091.05,870026,29013,1763,2945680.17
1298,Clearance Sale Push,Facebook,2024-03-29,2024-04-18,Male 18-24,West,14281.98,351549,11507,791,453786.87
1383,Baby Care Trust Campaign,Email,2024-04-28,2024-05-25,Male 45+,North,4698.16,120038,1737,25,41116.8
1725,Herbal Range Awareness,Google Ads,2024-07-01,2024-07-25,Male 35-44,South,49331.45,1706478,57508,2526,2034804.16
1161,Anti-Ageing Serum Push,Facebook,2024-06-30,2024-07-11,Female 35-44,North,18099.2,473299,4476,237,294974.2
1659,Clearance Sale Push,Google Ads,2024-11-27,2024-12-12,Male 25-34,Unspecified,19851.51,421347,9243,175,100773.67
1647,Ayurvedic Range Launch,YouTube,2024-06-04,2024-06-20,Male 45+,East,37967.43,1259293,37623,1206,960729.13
1299,Festive Gift Bundle,Instagram,2024-08-21,2024-09-20,Female 45+,West,39430.33,1011096,10509,479,551076.35
1400,Ayurvedic Range Launch,Google Ads,2024-10-18,2024-11-08,Female 18-24,South,62539.1,1723950,9585,537,602082.35
1783,Sunscreen Season Campaign,Instagram,2024-01-21,2024-01-31,Female 25-34,East,25167.37,402012,9039,715,887191.2
1474,Ayurvedic Range Launch,Google Ads,2024-05-26,2024-06-17,Female 25-34,North,66584.28,1016566,34006,1951,3320680.15
1258,Back To College Offer,Instagram,2024-09-29,2024-10-16,Male 18-24,Central,18042.21,566920,12529,956,1108686.63
1745,Anti-Ageing Serum Push,Email,2024-07-10,2024-07-21,Female 45+,North,3999.67,118959,2302,122,50107.67
1107,Ayurvedic Range Launch,Google Ads,2024-09-01,2024-09-10,Female 35-44,Central,62341.44,1879187,32839,1590,1641994.13
1220,Ayurvedic Range Launch,YouTube,2024-08-16,2024-08-26,Female 35-44,Central,57476.79,1675179,52208,1056,1490445.25
1442,Men'S Grooming Drive,Google Ads,2024-11-27,2024-12-11,Female 45+,North,26030.7,867390,13255,323,138375.55
1693,Men'S Grooming Drive,Instagram,2024-09-17,2024-10-08,Female 45+,Central,34454.77,1103528,6998,175,177273.07
1378,Hair Care Revamp,Google Ads,2024-09-18,2024-10-06,Female 25-34,Central,16613.91,523693,11549,320,230255.13
1134,Wedding Season Special,Instagram,2024-08-24,2024-09-05,Female 45+,South,40747.54,801083,19802,746,1058733
1430,Summer Glow Launch,YouTube,2024-09-25,2024-10-02,Male 25-34,West,19308.99,539942,5482,384,363167.54
1688,Back To College Offer,YouTube,2024-06-25,2024-07-03,Male 18-24,Central,83446.1,2502795,55610,4026,5532661.94
1022,Anti-Ageing Serum Push,Facebook,2024-06-02,2024-06-23,Female 25-34,East,35343.29,818358,21208,1035,650154.02
1163,Wedding Season Special,Facebook,2024-03-22,2024-03-30,Male 18-24,West,34902.03,756088,22295,1654,712985.73
1305,Sunscreen Season Campaign,Email,2024-08-30,2024-09-12,Female 45+,Central,4713.09,121919,1665,109,98525.75
1418,Clearance Sale Push,Facebook,2024-11-11,2024-11-25,Male 35-44,East,20459.24,360516,11278,831,888421.66
1315,Back To College Offer,Instagram,2024-02-28,2024-03-19,Female 25-34,South,49557.11,1016630,29618,1179,1799985.78
1661,Summer Glow Launch,Instagram,2024-11-02,2024-11-30,Female 45+,Unspecified,16826.49,294512,4553,116,111224.3
1586,Festive Gift Bundle,Instagram,2024-01-20,2024-02-07,Male 35-44,Central,56483.14,1968716,28597,1970,2578019.07
1796,Festive Gift Bundle,Instagram,2024-01-16,2024-01-31,Male 35-44,Central,49218.6,1270333,37116,2386,2227488.76
1744,Wedding Season Special,Email,2024-10-04,2024-10-29,Male 18-24,South,7660.85,151494,831,25,16256.92
1303,Men'S Grooming Drive,Instagram,2024-10-29,2024-11-26,Female 35-44,East,42276.09,1024948,10517,681,471581.62
1634,Sunscreen Season Campaign,Facebook,2024-05-05,2024-05-24,Female 35-44,Central,48348.86,733552,4379,251,403417.47
1690,Influencer Collab - Skincare,YouTube,2024-03-13,2024-03-25,Male 35-44,Central,29125.51,731257,11517,854,1439528.65
1145,Anti-Ageing Serum Push,Google Ads,2024-10-30,2024-11-11,Female 35-44,North,57598.79,877354,22695,1525,2718807.54
1068,Summer Glow Launch,Instagram,2024-02-15,2024-03-04,Male 35-44,Central,20652.46,613827,12717,479,383151.2
1159,Hair Care Revamp,Google Ads,2024-10-11,2024-11-08,Male 45+,South,27489.68,729880,21251,420,154281.77
1249,Monsoon Skincare Push,Instagram,2024-01-08,2024-01-28,Female 35-44,West,25779.47,587499,17027,1359,1389363.43
1716,New Year Wellness,YouTube,2024-04-26,2024-05-06,Male 35-44,North,62647.27,1867371,43036,1956,1494060.03
1410,Hair Care Revamp,Google Ads,2024-10-28,2024-11-06,Female 25-34,Central,14553.45,312762,6911,179,198415.4
1066,Monsoon Skincare Push,Google Ads,2024-04-22,2024-05-09,Female 18-24,West,13834.74,278224,9281,591,861697.68
1193,Wedding Season Special,YouTube,2024-02-26,2024-03-20,Female 25-34,Unspecified,52057.8,2016518,57240,873,1221488.99
1388,Wedding Season Special,Instagram,2024-03-19,2024-04-13,Female 25-34,West,25399.59,468477,14268,581,553598.45
1199,Sunscreen Season Campaign,Email,2024-02-22,2024-03-10,Female 18-24,East,1250.82,35932,1069,69,120515.28
1764,Festive Gift Bundle,Email,2024-04-15,2024-05-11,Male 25-34,Unspecified,4056.55,149600,2284,26,28234.99
1255,Summer Glow Launch,Google Ads,2024-11-13,2024-11-25,Male 35-44,South,60470.25,1902226,40267,1494,1658192.34
1511,Monsoon Skincare Push,Email,2024-02-03,2024-02-18,Male 35-44,West,7975.07,216581,5645,244,110861.2
1486,Clearance Sale Push,Facebook,2024-07-06,2024-07-25,Male 35-44,West,37562.34,1418775,9975,392,666569.29
